institutioncode	publishingorgkey	key	endorsingNodeKey	title	description	language	email	phone	homepage	city	country	postalCode	latitude	longitude	numPublishedDatasets	created	modified	
Cenargen	7ef169f9-81f8-46a2-a7f7-240df6a1889c	7ef169f9-81f8-46a2-a7f7-240df6a1889c	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Embrapa Cenargen	Embrapa Genetic Resources and Biotechnology - Embrapa Cenargen contributes decisively to the development of sustainable agriculture and environmentally balanced in the country, as part of genetic resources activities, biotechnology, integrated pest control, as well as specific actions for biological security. With the advent of biotechnology, the generation of knowledge and technology had a strong push in the Embrapa Cenargen, accelerating adding value to genetic resources. Embrapa Genetic Resources and Biotechnology has generated knowledge and patented products, processes and services, based on areas such as genomics, proteomics, metabolomics and bioinformatics, contributing to the development and sustainability of national agriculture, with innovation and competitiveness. The plant germplasm, microorganisms and animals introduced and collected in the country is classified and kept in Genetic Bank. The collection of seeds long term stored, known as Colbase, currently has more than 160,000 accesses. Conservation actions are completed with cryopreservation, in vitro conservation, in situ and on farm in order to safeguard genetic resources and traditional knowledge contained in these. Embrapa Cenargen has, over the years, been active in the national and international scene in order to "Enable research solutions, development and innovation in genetic resources for sustainability of Brazilian agriculture", which made its mission. Embrapa Cenargen offers short-term training (courses, workshops and other scientific technical nature of events) and numerous possibilities for in-service training for visiting researchers, trainees and fellows, as well as supervision of master and doctoral theses linked to several universities in the country.	eng			["https://www.embrapa.br/recursos-geneticos-e-biotecnologia"]	Brasília	BR	70770-917			1	2015-06-11T07:23:26.915+0000	2015-06-11T07:24:22.447+0000	
UIB-Bio	f92082e0-fb4f-4881-b3af-b3048610909a	f92082e0-fb4f-4881-b3af-b3048610909a	4f829580-180d-46a9-9c87-ed8ec959b545	University of Bergen - Department of Biology	The Department of Biology is Norway's largest academic environment within Marine Biology and conducts research across a diversity of themes including marine microbiology, marine ecology, fisheries ecology, marine biodiversity, developmental biology of fish, aquaculture, fish health and quality of seafood.	eng				Bergen	NO				4	2016-12-12T10:56:41.013+0000	2016-12-12T10:56:41.013+0000	
OBC	c3da1f49-b2c8-4751-b72f-28855546ec4c	c3da1f49-b2c8-4751-b72f-28855546ec4c	7e865cba-7c46-417b-ade5-97f2cf5b7be0	Oleoducto Bicentenario	En diciembre de 2010 siete compañías productoras de crudo -Ecopetrol  S.A., Pacific Rubiales Energy, Petrominerales Colombia Ltd., Hocol S.A., Canacol Energy S.A., Vetra Exploración y Producción S.A.S y Grupo C&C Energy (Barbados) Ltd.-, constituyeron la sociedad colombiana  Oleoducto Bicentenario de Colombia S.A.S.. El propósito que los unió fue la construcción y operación de un sistema de transporte tallado en  clave de progreso, que le sirva a Colombia para potenciar al máximo la riqueza petrolera que reposa bajo el suelo.	spa			["http://www.bicentenario.com.co/"]	Bogotá	CO				3	2013-05-08T07:20:36.000+0000	2013-05-10T07:10:18.000+0000	
Fundaci?n GAIA	cd9bc4b5-4375-4991-aec5-0b4443b5d7a6	cd9bc4b5-4375-4991-aec5-0b4443b5d7a6	7e865cba-7c46-417b-ade5-97f2cf5b7be0	Fundación Gaia	La Fundación Gaia es una organización colombiana, con un equipo de profesionales multidisciplinario, que tiene como objeto social propender por el mejoramiento ambiental y social a través de la restauración, preservación, conservación y uso sostenible de los recursos naturales, con amplia experiencia en servicios ambientales en el sector público y privado.	spa		["57 (032) 3787743 [1]"]		Cali	CO		3.40785	-76.55263	1	2015-07-16T14:41:43.867+0000	2015-07-16T15:12:20.644+0000	
Universidade Federal de Mato Grosso (UFMT)	ea79c3f0-78b4-4614-9c17-b991662bd18d	ea79c3f0-78b4-4614-9c17-b991662bd18d	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade Federal de Mato Grosso - Campus Universitário de Sinop	Universidade Federal de Mato Grosso - Campus Universitário de Sinop	por	["herbariocnmt@gmail.com"]	["+55 66 3533-3181"]	["http://www.ufmt.br/ufmt/site/page/index/Sinop"]	Sinop	BR	78557-267	-11.86417	-55.5025	1	2015-05-07T14:24:08.525+0000	2015-05-07T14:24:08.525+0000	
IEA	b4370195-ab86-42a1-822a-96809e3d0384	b4370195-ab86-42a1-822a-96809e3d0384	8df8d012-8e64-4c8a-886e-521a3bdfa623	Centre d'estudis de la neu i de la muntanya d'Andorra (CENMA), Institut d'Estudis Andorrans		eng	["cenma@iea.ad"]	["(+376) 742630"]	["http://www.cenma.ad"]	Sant Julià de Lòria	AD	AD-600			7	2011-03-11T15:24:20.000+0000	2016-03-15T12:33:07.766+0000	
Merseyside BioBank	1ed074ff-5644-461a-90db-5da4d7656f3f	1ed074ff-5644-461a-90db-5da4d7656f3f	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Merseyside BioBank	Sharing and supporting wildlife recording in Sefton, Liverpool, Knowsley and St Helens. Ensuring a future for our local wildlife.	eng	["info@merseysidebiobank.org.uk"]	["01517 374150"]	["http://www.merseysidebiobank.org.uk"]	Knowsley	GB	L16 3NA	53.40417	-2.87604	5	2016-11-15T15:46:04.819+0000	2017-11-16T08:10:21.180+0000	
National Trust for Scotland	90e9563c-9e64-40ba-910b-66100232a212	90e9563c-9e64-40ba-910b-66100232a212	d897a5b9-35ee-4232-94bd-b0bcaac003c2	National Trust for Scotland	Scotland’s largest conservation charity caring for the nation’s natural and cultural heritage	eng	[null]	[null]	["http://www.nts.org.uk/Home/"]	Edinburgh	GB	EH11 4DF	55.92301	-3.30305	3	2016-11-15T15:46:04.904+0000	2017-11-16T08:08:21.503+0000	
agoralogie	13e05353-53b2-47e6-ae01-7e45eedc84fc	13e05353-53b2-47e6-ae01-7e45eedc84fc	da44cd31-5901-4687-a106-6d1c7734ee3a	Agoralogie	Travail collaboratif pour des applications scientifiques	fra	["philippe.laroche@agoralogie.fr"]	["01 56 950 950"]	["http://www.agoralogie.fr"]	Paris	FR	75011			1	2012-11-09T08:40:54.000+0000	2012-11-09T08:40:54.000+0000	
FNC	fe602f47-b553-4291-b6e5-197b9837e167	fe602f47-b553-4291-b6e5-197b9837e167	7e865cba-7c46-417b-ade5-97f2cf5b7be0	Federación Nacional de Cafeteros de Colombia	La Federación Nacional de Cafeteros de Colombia es una entidad sin ánimo de lucro cuyo objetivo es asegurar el bienestar de los caficultores colombianos.  	eng			["http://www.federaciondecafeteros.org"]	Bogotá	CO				6	2012-11-28T09:34:19.000+0000	2012-11-28T09:34:19.000+0000	
IEPA	df39a7ee-3856-4a05-85bc-5962e8fb2427	df39a7ee-3856-4a05-85bc-5962e8fb2427	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Instituto de Pesquisas Científicas e Tecnológicas do Estado do Amapá	O IEPA é uma instituição de pesquisa multidisciplinar que trabalha nas áreas de Pesquisa: Biodiversidade, Pesquisas Aquáticas, Ordenamento Territorial, Arqueologia, Hidrometeorologia e Energias Renováveis. E de Desenvolvimento Tecnológico: Biotecnologia Vegetal, Ciência e Tecnologia de Alimentos, Geologia e Tecnologia Mineral e Plantas Medicinais e Produtos Naturais.	eng			["http://www.iepa.ap.gov.br"]	Macapá	BR	68903-970			1	2015-05-22T12:32:09.336+0000	2015-05-22T12:32:09.336+0000	
UFSCar	69e3ffff-c8fa-43a5-8d76-0c24261df2d7	69e3ffff-c8fa-43a5-8d76-0c24261df2d7	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade Federal de São Carlos - Campus Sorocaba	O campus Sorocaba da UFSCar, localizado no km 100 da\nrodovia João Leme dos Santos (SP-264), tem cerca de 700 mil m². O espaço\né composto por edifícios de atendimento à gestão Acadêmica e gestão\nadministrativa da instituição. A UFSCar oferece em Sorocaba 14 cursos de\ngraduação e 9 de pós-graduação stricto sensu.	eng			["http://dca.sorocaba.ufscar.br"]	Sorocaba	BR	18052-780			1	2015-05-19T12:15:06.045+0000	2015-05-19T12:15:06.045+0000	
	8d30d714-63f5-4f6f-a1a4-d73d09aa60c4	8d30d714-63f5-4f6f-a1a4-d73d09aa60c4	fa6bdac4-51e2-4334-940c-ba6cdf6e1257	N. I. Vavilov Institute of Plant Genetic Resources (VIR)		eng	["vir@vir.nw.ru"]	["+7-812-315-5093"]	["http://www.vir.nw.ru/"]	St. Petersburg	RU	190000	59.9321	30.3068	3	2011-05-17T09:35:44.000+0000	2017-01-09T11:34:26.713+0000	
Gouvernement du Qu?bec	19d3786d-5f8c-4309-995f-646ed5934089	19d3786d-5f8c-4309-995f-646ed5934089	4db9cfd2-1191-4b9d-b579-0b68ceabd968	Gouvernement du Québec	Plantes vasculaires du Québec et de l’est du Canada	fra			["http://www.gouv.qc.ca/portail/quebec/pgs/commun/"]		CA				1	2014-11-20T09:01:31.919+0000	2014-11-20T10:13:15.008+0000	
Universidad de los Andes	77c64839-4c99-4a40-beb3-cd16afc23540	77c64839-4c99-4a40-beb3-cd16afc23540	7e865cba-7c46-417b-ade5-97f2cf5b7be0	Universidad de los Andes		spa			["http://ciencias.uniandes.edu.co/index.php?option=com_content&view=article&id=19&Itemid=29&lang=es"]	Bogotá	CO				3	2013-02-07T11:10:53.000+0000	2013-02-07T11:10:53.000+0000	
Ministry of Justice	dd865fec-1156-4307-b380-9ffff4458118	dd865fec-1156-4307-b380-9ffff4458118	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Ministry of Justice	The Ecology team aims to protect our valuable native species and habitats from decline within the Ministry of Justice estate.	eng	["beatrice.finch@noms.gsi.gov.uk"]	[null]	["https://www.justice.gov.uk/"]	London	GB	SW1H 9AJ	51.49998	-0.13459	1	2017-05-09T14:02:48.653+0000	2017-06-19T09:08:57.122+0000	
Derbyshire Biological Records Centre	13d62a55-69d1-4eb1-b838-1ed59e08e1d6	13d62a55-69d1-4eb1-b838-1ed59e08e1d6	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Derbyshire Biological Records Centre		eng	["enquiries@derbyshirewt.co.uk"]	["01773 881188"]	["http://www.derbyshirewildlifetrust.org.uk/what-we-do/derbyshire-biological-records-centre"]	Derbyshire	GB	DE4 4LR 	52.71381	-1.57529	13	2017-05-09T13:50:41.810+0000	2017-11-16T08:11:49.762+0000	
Cumbria Biodiversity Data Centre	72af978e-3a16-4e74-82cd-cb1d95c510fb	72af978e-3a16-4e74-82cd-cb1d95c510fb	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Cumbria Biodiversity Data Centre	Supporting recording and bringing together and making available information on Cumbria’s natural history, wildlife sites and habitats for education, research and decision making.	eng	["info@cbdc.org.uk"]	["01228 618732"]	["http://www.cbdc.org.uk/"]		GB	CA3 8TP	54.89533	-2.9389	8	2017-05-09T13:50:17.973+0000	2017-11-16T08:11:28.129+0000	
Floraine	38222b00-9911-11dd-9689-b8a03c50a862	38222b00-9911-11dd-9689-b8a03c50a862	da44cd31-5901-4687-a106-6d1c7734ee3a	Floraine	http://www.floraine.net	eng			["http://www.floraine.net"]	Villers-les-Nancy 	FR		48.6662	6.15702	1	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
BPN	8face560-fd52-11db-ace1-b8a03c50a862	8face560-fd52-11db-ace1-b8a03c50a862	2618bfdf-e194-4911-a241-80db3107bc51	Białowieża National Park	http://www.bpn.com.pl	eng			["http://www.bpn.com.pl"]	Narodowy	PL		52.70067	23.86653	3	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
JBQ	e144e6ee-503e-4bd9-9eff-f2fc77473642	e144e6ee-503e-4bd9-9eff-f2fc77473642	7e865cba-7c46-417b-ade5-97f2cf5b7be0	Jardín Botánico del Quindío	La Fundación Jardín Botánico del Quindío es una entidad  sin ánimo de lucro, constituida como organización no gubernamental, cuya personería jurídica le fue reconocida por la Gobernación del Quindío por medio de la Resolución No. OJ 037 del 5 de junio de 1979. Está debidamente inscrita en la Cámara de Comercio de Armenia. El Instituto de Investigación de Recursos Biológicos “Alexander von Humboldt�? le dio concepto favorable conforme a las estipulaciones de la ley 299 de 1996 y en consecuencia la Corporación Autónoma Regional del Quindío le otorgó el permiso ambiental por medio de la Resolución No. 968 del 30 de octubre de 1998, y así se convirtió en el primer jardín botánico del país en quedar debidamente legalizado. 	spa			["http://www.jardinbotanicoquindio.org"]	Calarcá	CO				2	2013-04-24T07:43:22.000+0000	2013-04-24T07:49:13.000+0000	
	1df2cfdc-3b09-4076-861d-f56389927d9b	1df2cfdc-3b09-4076-861d-f56389927d9b	8618c64a-93e0-4300-b546-7249e5148ed2	Vanderbilt University	Vanderbilt University, located in Nashville, Tennessee, is a private research university and medical center offering a full-range of undergraduate, graduate and professional degrees.	eng	["steve.baskauf@vanderbilt.edu"]		["http://www.vanderbilt.edu/"]	Nashville	US	37235	36.1487	-86.80375	1	2014-07-17T08:40:57.550+0000	2014-07-22T08:51:59.008+0000	
The Wildlife Information Centre	bae1413a-7b3f-47cb-a24d-f1d61ba50fa3	bae1413a-7b3f-47cb-a24d-f1d61ba50fa3	d897a5b9-35ee-4232-94bd-b0bcaac003c2	The Wildlife Information Centre	TWIC is the biological records centre for the Lothians, Scottish Borders, Falkirk, Clackmannanshire, Stirling and Loch Lomond and Trossachs National Park that collects, collates and disseminates information about the wildlife in our area.    The Centre is a not-for-profit company with charitable status and provides objective, independent wildlife information for people and organisations.    TWIC is the focal point for biological recording and is working to increase our knowledge of the land, freshwater and marine wildlife throughout our area. The Centre seeks to hold as comprehensive a record of the wildlife of the area as possible. We have an assumption of open access to these data, unless there is evidence of potential for damage to wildlife resulting from their release.    The Centre provides a wide range of data services; we routinely supply data to local authorities for screening planning applications, to consultants for preparing environmental assessments and to conservation bodies for writing management plans.    The ongoing development of TWIC and its services is funded by grant aid from Scottish Natural Heritage, service level agreements with City of Edinburgh Council, East Lothian Council, Midlothian Council, Scottish Borders Council, Live Borders Trust, Stirling Council and West Lothian Council and income from contract work, projects, contributions from Scottish Wildlife Trust and voluntary contributions.	eng	["info@wildlifeinformation.co.uk"]	["01875 825968"]	["http://www.wildlifeinformation.co.uk/"]	Gorebridge	GB	EH23 4NU	55.85781	-2.99715	33	2017-05-09T14:18:49.402+0000	2017-11-16T08:12:00.526+0000	
The Conservation Volunteers Scotland	477a027a-0741-4ac4-b4b8-ad24c97324a2	477a027a-0741-4ac4-b4b8-ad24c97324a2	d897a5b9-35ee-4232-94bd-b0bcaac003c2	The Conservation Volunteers Scotland	TCV is the community volunteering charity. Our vision is to create healthier, happier communities for everyone, through a range of programmes to deliver practical actions that have a lasting impact on people’s health prospects and outdoor places.    TCV has over 50 years' experience of engaging people with the environment and have a unique position at the heart of a network of conservation specialists, environmental trusts, community groups, schools, health and youth networks and volunteers. We are experienced in delivery of events and workshops focussing on Biodiversity, Citizen Science and Community Engagement across Scotland through our range of environmental and community projects.	eng	["citizenscience-scotland@tcv.org.uk"]	["01786 479697"]	["http://www.tcv.org.uk/scotland/discover/citizen-science/scotland-counts"]	Stirling	GB	FK8 2QG	56.11638	-3.93897	1	2017-05-09T14:17:09.429+0000	2017-06-19T09:12:56.250+0000	
West Wales Biodiversity Information Centre	29753c63-7ff1-455b-92ee-120bcfe9bce3	29753c63-7ff1-455b-92ee-120bcfe9bce3	d897a5b9-35ee-4232-94bd-b0bcaac003c2	West Wales Biodiversity Information Centre		eng	[null]	[null]	["http://www.wwbic.org.uk/"]		GB				6	2017-05-09T14:21:27.691+0000	2017-11-16T08:11:57.438+0000	
